budget_encoded,company_size_encoded,deadline_encoded,service_website,service_ecommerce,service_mobile_app,service_branding,service_seo,contact_email,contact_whatsapp,contact_phone,contact_social_media,hour_of_day,day_of_week,month_of_year,is_business_hours,message_length,avg_word_length,sentence_count,exclamation_count,question_count,has_budget_mentioned,has_deadline_mentioned,has_phone_mentioned,has_company_mentioned,professionalism_score,sentiment_score,converted
3,3,1,True,False,False,False,False,False,True,False,False,19,1,1,0,18,5.611111111111111,2,0,0,0,0,0,0,0.18,0.5,1
3,1,2,False,True,False,False,False,True,False,False,False,19,3,4,0,40,5.0,4,0,1,1,1,0,0,0.4,0.19815,1
0,0,0,False,False,False,False,True,False,True,False,False,19,5,3,0,6,4.833333333333333,1,0,0,0,0,0,0,0.22666666666666666,0.5386,0
2,3,2,False,True,False,False,False,True,False,False,False,19,3,12,0,27,5.222222222222222,3,0,1,1,0,0,0,0.3440740740740741,0.25880000000000003,1
1,2,1,False,False,False,True,False,False,True,False,False,19,4,11,0,17,5.529411764705882,2,0,0,0,0,0,0,0.17,0.5,1
1,3,1,False,False,False,False,True,False,True,False,False,19,4,1,0,47,5.276595744680851,4,0,1,0,1,0,0,0.3425531914893617,0.54715,0
0,0,0,False,False,False,True,False,False,True,False,False,19,6,4,0,31,5.645161290322581,3,0,0,1,0,0,0,0.33225806451612905,0.6591,0
1,0,0,False,False,False,False,True,False,False,True,False,19,0,9,0,9,4.888888888888889,2,0,1,0,0,0,0,0.09,0.5,0
2,1,1,False,True,False,False,False,False,False,False,True,19,1,5,0,13,4.3076923076923075,2,0,1,0,1,0,0,0.13,0.648,0
0,0,1,False,False,True,False,False,False,True,False,False,19,1,9,0,12,4.833333333333333,2,0,1,0,0,0,0,0.12,0.5,1
1,1,1,False,True,False,False,False,False,False,False,True,19,4,1,0,20,5.4,3,0,1,0,0,0,0,0.2,0.5,0
2,2,0,False,False,False,True,False,False,True,False,False,19,6,2,0,20,5.05,3,1,1,0,0,0,0,0.2,0.6691,0
0,0,1,False,False,True,False,False,True,False,False,False,19,3,5,0,6,4.833333333333333,2,0,1,0,0,0,0,0.06,0.5,0
0,1,0,False,False,True,False,False,True,False,False,False,19,0,5,0,15,5.0,3,0,1,0,0,0,0,0.15,0.5,0
0,0,1,False,True,False,False,False,False,False,False,True,19,5,11,0,18,5.277777777777778,2,0,1,0,0,0,0,0.18,0.6366,0
0,2,1,False,True,False,False,False,False,False,True,False,19,4,5,0,7,4.714285714285714,2,0,1,0,0,0,0,0.07,0.70095,0
1,0,0,False,False,False,True,False,False,False,True,False,19,3,12,0,32,5.75,3,0,0,1,0,0,0,0.33125,0.7383500000000001,1
3,3,1,False,False,False,False,True,False,False,True,False,19,5,8,0,27,5.481481481481482,3,0,1,0,0,0,0,0.3440740740740741,0.83525,1
2,3,2,False,False,False,False,True,True,False,False,False,19,4,1,0,28,5.0,2,0,0,0,0,0,0,0.3514285714285714,0.5,1
2,3,0,False,False,False,False,True,False,False,False,True,19,0,5,0,20,4.35,3,0,1,0,0,0,0,0.2,0.5,0
2,2,0,False,False,False,False,True,False,True,False,False,19,3,9,0,10,5.1,2,0,1,0,0,0,0,0.2,0.5,0
3,3,1,False,False,True,False,False,True,False,False,False,19,5,9,0,36,6.25,3,0,0,1,1,0,0,0.3833333333333333,0.19815,1
3,1,1,False,False,False,True,False,True,False,False,False,19,6,8,0,26,4.3076923076923075,2,0,1,0,0,0,0,0.26,0.9037,1
3,3,2,False,True,False,False,False,False,False,True,False,19,4,11,0,30,4.9,3,0,0,1,0,0,0,0.3333333333333333,0.5577,1
0,1,0,False,False,False,True,False,True,False,False,False,19,0,4,0,16,5.375,2,0,1,0,0,0,0,0.16,0.648,0
0,0,0,False,False,True,False,False,False,False,False,True,19,3,12,0,5,5.2,1,0,0,0,0,0,0,0.25,0.70095,0
1,1,2,False,False,False,False,True,False,False,True,False,19,4,4,0,18,4.0,3,0,1,0,0,0,0,0.18,0.5,0
0,1,1,True,False,False,False,False,False,True,False,False,19,5,5,0,8,4.875,3,1,0,0,0,0,0,0.08,0.7463,0
1,1,1,False,False,False,True,False,False,True,False,False,19,2,1,0,33,4.606060606060606,3,0,1,0,0,0,0,0.3,0.86345,0
2,1,1,False,False,False,False,True,False,True,False,False,19,5,10,0,16,5.4375,2,0,1,0,0,0,0,0.16,0.5,0
1,1,0,False,True,False,False,False,False,False,False,True,19,3,12,0,21,5.0476190476190474,2,0,1,0,0,0,0,0.21,0.6366,0
2,0,1,False,False,False,True,False,False,True,False,False,19,2,4,0,19,4.684210526315789,3,0,1,0,0,0,0,0.19,0.70095,1
0,2,1,False,False,False,True,False,False,True,False,False,19,4,5,0,23,4.956521739130435,3,0,1,0,0,0,0,0.23,0.70095,1
1,3,2,False,False,False,False,True,True,False,False,False,19,5,12,0,4,6.75,1,0,0,0,0,0,0,0.29,0.6591,0
0,0,0,True,False,False,False,False,False,False,True,False,19,0,1,0,4,6.25,1,0,0,0,0,0,0,0.04,0.5,0
1,1,0,True,False,False,False,False,False,True,False,False,19,6,10,0,10,4.8,2,0,1,0,0,0,0,0.1,0.5,0
2,2,1,False,False,True,False,False,False,True,False,False,19,2,11,0,10,3.9,2,0,1,0,0,0,0,0.1,0.5,0
0,0,1,False,True,False,False,False,False,False,True,False,19,2,2,0,7,6.857142857142857,2,0,0,0,0,0,0,0.07,0.5,0
2,3,2,True,False,False,False,False,False,True,False,False,19,3,12,0,14,4.857142857142857,2,0,1,0,0,0,0,0.14,0.5,1
2,3,2,False,True,False,False,False,False,False,True,False,19,2,12,0,36,5.25,4,0,1,1,0,0,0,0.3833333333333333,0.30574999999999997,1
3,3,2,False,False,False,False,True,False,True,False,False,19,2,12,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,1
2,1,0,False,False,False,False,True,False,True,False,False,19,5,1,0,24,4.625,3,0,1,0,0,0,0,0.24,0.70095,0
1,2,1,True,False,False,False,False,True,False,False,False,19,4,2,0,24,5.125,3,0,1,0,0,0,0,0.2816666666666667,0.6366,0
1,2,1,False,False,True,False,False,True,False,False,False,19,4,5,0,13,5.153846153846154,2,0,1,0,0,0,0,0.13,0.5,0
2,3,2,False,False,False,True,False,False,False,True,False,19,3,3,0,36,4.583333333333333,3,0,1,0,0,0,0,0.3555555555555555,0.5,1
1,0,0,False,False,False,False,True,False,True,False,False,19,1,3,0,19,4.947368421052632,3,0,1,0,0,0,0,0.19,0.7997000000000001,0
3,2,1,False,True,False,False,False,True,False,False,False,19,0,4,0,32,5.25,3,0,1,0,0,0,0,0.3625,0.6806,1
2,0,1,True,False,False,False,False,True,False,False,False,19,0,1,0,4,6.75,1,0,0,0,0,0,0,0.29,0.6591,0
3,2,2,True,False,False,False,False,False,True,False,False,19,6,1,0,24,4.958333333333333,2,0,0,0,1,0,0,0.3233333333333333,0.5,1
1,3,2,False,False,False,True,False,True,False,False,False,19,6,9,0,17,4.882352941176471,3,0,1,0,0,0,0,0.17,0.70095,1
1,3,0,True,False,False,False,False,True,False,False,False,19,4,7,0,13,5.461538461538462,2,0,1,0,0,0,0,0.13,0.5,0
1,0,0,False,False,False,True,False,False,True,False,False,19,4,4,0,25,5.12,3,0,1,0,0,0,0,0.29,0.7202,0
0,0,0,False,False,True,False,False,False,True,False,False,19,5,9,0,15,4.733333333333333,2,0,1,0,0,0,0,0.15,0.5,0
3,0,2,True,False,False,False,False,False,True,False,False,19,6,3,0,36,4.944444444444445,3,0,1,0,0,0,0,0.3833333333333333,0.6909,1
2,0,0,False,True,False,False,False,True,False,False,False,19,1,10,0,10,4.7,2,0,1,0,0,0,0,0.1,0.5,0
1,1,1,True,False,False,False,False,False,False,False,True,19,4,1,0,11,6.454545454545454,2,0,1,0,0,0,0,0.11,0.5,0
2,0,1,False,False,False,False,True,False,True,False,False,19,6,7,0,15,5.933333333333334,2,0,1,0,0,0,0,0.15,0.5,0
1,0,0,False,True,False,False,False,False,True,False,False,19,5,9,0,18,5.666666666666667,2,0,1,0,0,0,0,0.18,0.5,0
2,1,1,False,False,False,False,True,False,False,True,False,19,0,3,0,4,5.0,1,0,0,0,0,0,0,0.04,0.5,1
0,0,0,False,False,False,False,True,False,True,False,False,19,1,7,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
1,2,1,False,True,False,False,False,True,False,False,False,19,5,2,0,14,4.428571428571429,2,0,1,0,0,0,0,0.14,0.5,1
2,3,2,True,False,False,False,False,False,True,False,False,19,6,3,0,23,4.695652173913044,2,0,0,0,0,0,0,0.23,0.5,1
3,3,0,True,False,False,False,False,False,False,True,False,19,3,4,0,31,4.935483870967742,3,0,1,0,0,0,0,0.33225806451612905,0.6806,1
0,1,0,False,False,True,False,False,False,True,False,False,19,2,12,0,9,4.666666666666667,2,0,1,0,0,0,0,0.09,0.5,0
2,3,2,False,True,False,False,False,False,True,False,False,19,6,6,0,34,5.676470588235294,3,0,0,1,0,0,0,0.32941176470588235,0.625,1
0,1,1,False,False,False,False,True,False,False,True,False,19,3,3,0,4,4.75,2,0,1,0,0,0,0,0.04,0.5386,0
0,2,0,False,False,False,True,False,False,False,False,True,19,6,10,0,4,5.25,2,0,1,0,0,0,0,0.04,0.5,0
2,1,1,True,False,False,False,False,False,True,False,False,19,6,5,0,8,4.375,2,0,1,0,0,0,0,0.08,0.5,0
1,3,1,True,False,False,False,False,True,False,False,False,19,3,12,0,4,6.25,2,1,0,0,0,0,0,0.29,0.5,0
0,3,2,False,False,True,False,False,False,True,False,False,19,2,7,0,35,5.0285714285714285,3,0,1,0,0,0,0,0.35714285714285715,0.5,1
3,2,1,False,True,False,False,False,False,False,True,False,19,2,2,0,21,5.142857142857143,2,0,1,0,0,0,0,0.21,0.5,0
2,1,1,False,False,True,False,False,True,False,False,False,19,5,3,0,25,6.32,3,0,1,0,0,0,0,0.29,0.5,0
2,2,2,True,False,False,False,False,False,True,False,False,19,4,12,0,14,5.571428571428571,2,0,0,0,0,0,0,0.21142857142857144,0.70095,1
1,2,1,False,False,False,True,False,True,False,False,False,19,3,1,0,32,5.28125,2,0,0,0,0,0,0,0.3,0.70095,1
3,2,2,True,False,False,False,False,False,True,False,False,19,6,4,0,53,4.547169811320755,3,0,1,1,0,0,0,0.33773584905660375,0.7202,1
0,2,2,False,False,False,False,True,False,True,False,False,19,4,12,0,14,5.5,2,0,1,0,0,0,0,0.14,0.5,0
3,1,2,False,False,False,True,False,False,False,False,True,19,2,11,0,36,5.472222222222222,3,0,0,1,0,0,0,0.3277777777777778,0.625,1
0,1,1,False,False,False,True,False,False,False,False,True,19,0,10,0,25,4.64,3,0,1,0,0,0,0,0.25,0.812,0
3,2,1,False,False,False,False,True,True,False,False,False,19,1,8,0,44,4.5227272727272725,4,0,1,1,1,0,0,0.3909090909090909,0.2958,0
1,3,2,False,False,False,False,True,True,False,False,False,19,5,12,0,38,4.052631578947368,3,0,1,0,0,0,0,0.3526315789473684,0.6806,1
0,0,0,False,False,False,True,False,False,True,False,False,19,3,4,0,9,4.666666666666667,3,1,0,0,0,0,0,0.2011111111111111,0.5,0
1,2,2,False,False,False,True,False,False,True,False,False,19,4,5,0,28,4.928571428571429,3,0,0,1,0,0,0,0.3514285714285714,0.6591,0
1,0,0,True,False,False,False,False,True,False,False,False,19,2,3,0,4,5.75,2,0,0,0,0,0,0,0.04,0.5,0
2,2,0,False,False,False,False,True,True,False,False,False,19,5,4,0,30,5.1,3,0,1,1,0,0,0,0.3333333333333333,0.8404,1
0,0,1,False,False,False,False,True,False,True,False,False,19,4,5,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
0,1,0,False,False,False,True,False,False,True,False,False,19,2,5,0,18,5.333333333333333,2,0,0,0,0,0,0,0.18,0.5,0
2,2,1,False,False,False,True,False,False,True,False,False,19,0,6,0,17,4.647058823529412,2,0,1,0,0,0,0,0.17,0.70095,0
1,0,1,False,True,False,False,False,False,True,False,False,19,4,12,0,18,5.444444444444445,3,0,1,0,0,0,0,0.23555555555555555,0.70095,0
1,0,0,False,True,False,False,False,False,True,False,False,19,6,2,0,4,5.0,1,0,0,0,0,0,0,0.04,0.5,0
1,3,2,False,False,False,True,False,False,True,False,False,19,1,8,0,4,5.25,1,0,0,0,0,0,0,0.0,0.5,1
1,1,2,False,False,False,False,True,False,False,False,True,19,3,10,0,37,4.4324324324324325,4,0,1,0,0,0,0,0.35405405405405405,0.6806,1
0,0,0,False,False,True,False,False,False,True,False,False,19,2,1,0,12,5.0,2,0,1,0,0,0,0,0.12,0.5,0
1,0,1,False,False,False,True,False,False,False,False,True,19,2,11,0,4,6.75,1,0,0,0,0,0,0,0.29,0.6591,0
3,3,1,False,False,False,True,False,False,True,False,False,19,1,4,0,24,5.208333333333333,2,0,1,0,0,0,0,0.2816666666666667,0.5,1
1,1,1,False,False,False,False,True,False,False,False,True,19,1,2,0,9,5.0,2,0,1,0,0,0,0,0.2011111111111111,0.6591,0
2,2,1,True,False,False,False,False,False,True,False,False,19,0,4,0,4,6.25,1,0,0,0,0,0,0,0.04,0.5,0
3,2,1,False,False,True,False,False,True,False,False,False,19,3,1,0,52,5.115384615384615,5,0,1,1,1,0,0,0.3769230769230769,0.3483,1
0,2,1,False,False,False,False,True,True,False,False,False,19,6,7,0,15,5.2,2,0,0,0,0,0,0,0.15,0.6366,0
1,0,1,False,False,True,False,False,True,False,False,False,19,2,12,0,18,4.444444444444445,2,0,1,0,0,0,0,0.18,0.71075,0
0,0,0,False,False,False,True,False,False,True,False,False,19,4,5,0,7,7.571428571428571,2,0,0,0,0,0,0,0.07,0.5129,0
2,1,1,False,True,False,False,False,False,False,True,False,19,5,4,0,38,4.921052631578948,4,0,1,1,1,0,0,0.4052631578947368,0.2958,1
2,1,1,False,True,False,False,False,False,True,False,False,19,1,9,0,42,4.880952380952381,3,0,1,0,0,0,0,0.37142857142857144,0.6366,1
2,2,1,False,True,False,False,False,False,True,False,False,19,4,3,0,36,5.805555555555555,3,0,0,0,0,0,0,0.3277777777777778,0.8243,1
2,3,1,False,True,False,False,False,False,True,False,False,19,1,4,0,42,5.976190476190476,3,0,0,1,1,0,0,0.3952380952380952,0.5,1
1,0,0,True,False,False,False,False,False,False,False,True,19,1,12,0,15,4.8,2,0,1,0,0,0,0,0.15,0.5,0
3,2,1,False,False,False,True,False,False,True,False,False,19,4,2,0,29,5.827586206896552,3,0,1,0,0,0,0,0.35896551724137926,0.79295,0
1,0,0,True,False,False,False,False,False,False,True,False,19,0,8,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
1,1,2,False,False,False,False,True,True,False,False,False,19,1,8,0,23,4.3478260869565215,3,0,1,0,0,0,0,0.23,0.6806,0
1,2,1,False,False,False,False,True,False,True,False,False,19,3,1,0,5,5.2,1,0,0,0,0,0,0,0.25,0.70095,0
1,0,1,True,False,False,False,False,False,False,False,True,19,0,2,0,29,4.931034482758621,2,0,0,0,0,0,0,0.32448275862068965,0.74695,0
0,0,0,False,True,False,False,False,True,False,False,False,19,0,8,0,7,4.857142857142857,2,0,0,0,0,0,0,0.21285714285714286,0.8062,0
1,0,1,False,False,True,False,False,False,False,True,False,19,0,5,0,30,5.3,3,0,1,0,1,0,0,0.3333333333333333,0.5,0
1,0,0,True,False,False,False,False,False,True,False,False,19,6,2,0,9,5.777777777777778,2,0,1,0,0,0,0,0.09,0.5,0
0,0,0,False,False,False,False,True,False,True,False,False,19,0,7,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
1,0,1,True,False,False,False,False,False,False,False,True,19,5,5,0,21,5.523809523809524,3,0,1,0,0,0,0,0.21,0.5,0
1,1,2,True,False,False,False,False,False,True,False,False,19,1,7,0,23,5.521739130434782,3,0,0,1,0,0,0,0.2734782608695652,0.6591,0
0,0,0,False,False,True,False,False,False,True,False,False,19,4,12,0,8,4.5,2,0,1,0,0,0,0,0.08,0.5,0
3,3,0,False,False,False,True,False,False,True,False,False,19,3,1,0,35,4.714285714285714,3,0,1,1,1,0,0,0.41428571428571426,0.44445,1
1,0,1,False,False,False,False,True,False,False,False,True,19,6,4,0,10,4.8,2,0,0,0,0,0,0,0.1,0.5,0
1,2,2,False,False,False,False,True,False,False,False,True,19,3,4,0,12,4.75,2,0,1,0,0,0,0,0.12,0.5,0
3,3,2,False,True,False,False,False,False,False,True,False,19,2,8,0,25,5.68,2,0,0,0,0,0,0,0.29,0.5,1
1,1,2,True,False,False,False,False,True,False,False,False,19,0,6,0,15,4.933333333333334,2,0,1,0,0,0,0,0.15,0.625,1
2,1,1,False,False,True,False,False,False,True,False,False,19,6,4,0,34,5.235294117647059,4,0,1,0,0,0,0,0.32941176470588235,0.59505,0
3,2,2,False,True,False,False,False,True,False,False,False,19,4,7,0,30,6.5,3,0,0,0,0,0,0,0.3333333333333333,0.60115,1
2,0,1,False,False,False,True,False,True,False,False,False,19,5,2,0,7,5.714285714285714,2,0,0,0,0,0,0,0.07,0.70095,1
3,2,1,False,True,False,False,False,False,True,False,False,19,6,4,0,15,5.066666666666666,2,0,1,0,0,0,0,0.15,0.7202,0
2,3,1,True,False,False,False,False,False,True,False,False,19,1,1,0,31,5.612903225806452,3,0,0,0,0,0,0,0.3,0.6806,1
2,0,1,True,False,False,False,False,True,False,False,False,19,6,3,0,23,5.260869565217392,2,0,1,0,0,0,0,0.2734782608695652,0.6806,0
0,0,0,False,False,False,True,False,False,True,False,False,19,1,3,0,4,6.25,1,0,0,0,0,0,0,0.04,0.5,0
1,0,0,True,False,False,False,False,True,False,False,False,19,3,2,0,10,3.9,2,0,1,0,0,0,0,0.1,0.5,0
1,0,1,False,False,False,False,True,False,True,False,False,19,2,4,0,16,5.125,3,0,1,0,0,0,0,0.2225,0.9200999999999999,0
3,3,0,False,True,False,False,False,False,True,False,False,19,4,8,0,42,5.309523809523809,3,0,0,1,1,0,0,0.37142857142857144,0.19815,1
0,1,1,False,False,True,False,False,False,True,False,False,19,6,6,0,25,5.24,3,0,0,0,0,0,0,0.25,0.5,0
0,0,0,True,False,False,False,False,False,False,False,True,19,1,6,0,4,5.0,1,0,0,0,0,0,0,0.04,0.5,0
0,1,0,False,False,False,False,True,False,False,False,True,19,2,5,0,13,6.0,2,0,1,0,0,0,0,0.13,0.5,0
1,1,2,False,False,True,False,False,True,False,False,False,19,6,1,0,13,6.461538461538462,2,0,0,0,0,0,0,0.20692307692307693,0.5,1
0,1,1,False,True,False,False,False,False,True,False,False,19,3,4,0,31,4.258064516129032,3,0,1,0,1,0,0,0.36451612903225805,0.71075,1
0,1,0,False,False,False,True,False,False,True,False,False,19,1,10,0,10,3.9,2,0,1,0,0,0,0,0.1,0.5,0
2,3,1,False,False,False,True,False,True,False,False,False,19,5,4,0,40,5.025,3,0,0,0,1,0,0,0.4,0.7899499999999999,1
0,2,1,False,False,False,False,True,False,True,False,False,19,5,3,0,30,4.733333333333333,3,0,0,1,0,0,0,0.3,0.5,0
1,2,1,False,False,False,False,True,False,True,False,False,19,0,6,0,17,5.176470588235294,3,0,1,0,0,0,0,0.2288235294117647,0.70095,0
1,0,0,False,False,True,False,False,False,True,False,False,19,0,4,0,12,5.166666666666667,2,0,1,0,0,0,0,0.12,0.6591,0
0,0,0,False,False,False,False,True,False,True,False,False,19,4,8,0,6,7.833333333333333,2,0,0,0,0,0,0,0.06,0.5,0
0,1,1,False,False,True,False,False,False,True,False,False,19,0,8,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
0,0,1,False,False,False,True,False,False,True,False,False,19,0,9,0,20,4.4,2,0,1,0,0,0,0,0.2,0.71075,0
0,0,0,False,True,False,False,False,True,False,False,False,19,6,4,0,8,5.125,2,0,0,0,0,0,0,0.08,0.70095,0
0,0,0,False,False,True,False,False,True,False,False,False,19,2,2,0,8,4.5,2,0,0,0,0,0,0,0.08,0.7202,0
2,2,2,False,True,False,False,False,False,False,False,True,19,1,4,0,17,6.176470588235294,3,0,1,0,0,0,0,0.17,0.5,1
2,0,2,False,False,True,False,False,False,False,False,True,19,3,6,0,13,4.538461538461538,2,0,1,0,0,0,0,0.20692307692307693,0.74695,1
1,0,0,True,False,False,False,False,False,True,False,False,19,0,4,0,25,4.32,3,0,1,0,0,0,0,0.33,0.5,0
1,2,1,False,True,False,False,False,False,False,True,False,19,0,5,0,20,4.6,3,0,1,0,0,0,0,0.2,0.8714999999999999,0
0,0,1,False,False,True,False,False,False,True,False,False,19,5,5,0,12,5.5,2,0,1,0,0,0,0,0.12,0.5,0
0,0,0,True,False,False,False,False,True,False,False,False,19,1,1,0,10,4.6,2,0,1,0,0,0,0,0.1,0.5,0
1,2,1,False,True,False,False,False,True,False,False,False,19,1,3,0,31,5.032258064516129,4,0,0,1,0,0,0,0.36451612903225805,0.74695,0
0,2,0,False,False,True,False,False,False,False,False,True,19,5,8,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
0,0,1,False,False,False,True,False,False,False,False,True,19,6,11,0,13,4.6923076923076925,2,0,1,0,0,0,0,0.13,0.5,0
0,0,1,True,False,False,False,False,False,False,True,False,19,1,2,0,20,5.0,2,0,1,0,0,0,0,0.2,0.5,0
3,1,1,True,False,False,False,False,True,False,False,False,19,2,9,0,44,5.931818181818182,4,0,1,1,1,0,0,0.36818181818181817,0.41935,1
2,2,2,False,False,False,True,False,False,False,True,False,19,0,3,0,19,5.684210526315789,2,0,0,0,0,0,0,0.19,0.76335,1
3,0,1,False,False,True,False,False,False,True,False,False,19,4,4,0,27,4.888888888888889,4,0,1,0,0,0,0,0.27,0.70095,0
3,3,2,False,False,False,True,False,False,False,True,False,19,3,12,0,27,4.666666666666667,3,0,0,1,0,0,0,0.3440740740740741,0.74695,1
1,3,1,False,False,True,False,False,False,True,False,False,19,1,3,0,27,6.444444444444445,3,0,0,0,0,0,0,0.30703703703703705,0.67,1
0,0,0,True,False,False,False,False,False,True,False,False,19,3,2,0,4,5.75,2,1,0,0,0,0,0,0.04,0.7463,0
0,0,1,False,True,False,False,False,False,False,True,False,19,3,1,0,5,5.2,1,0,0,0,0,0,0,0.25,0.70095,0
0,0,0,False,False,False,False,True,False,True,False,False,19,1,1,0,39,5.846153846153846,3,0,1,1,1,0,0,0.3769230769230769,0.6591,0
3,3,1,False,False,False,False,True,True,False,False,False,19,5,2,0,31,5.387096774193548,3,0,0,0,1,0,0,0.4290322580645161,0.625,1
3,2,2,False,False,False,True,False,True,False,False,False,19,1,1,0,36,5.305555555555555,4,0,1,0,1,0,0,0.3555555555555555,0.6591,1
1,3,2,False,False,True,False,False,True,False,False,False,19,4,12,0,37,4.702702702702703,3,0,0,1,1,0,0,0.3810810810810811,0.19815,0
0,0,0,False,False,False,False,True,True,False,False,False,19,6,5,0,18,5.611111111111111,3,0,1,0,0,0,0,0.18,0.5,0
0,0,0,False,False,True,False,False,False,False,True,False,19,4,1,0,8,4.625,2,0,1,0,0,0,0,0.08,0.5,0
0,0,0,False,False,False,False,True,False,True,False,False,19,1,1,0,12,4.25,2,0,1,0,0,0,0,0.12,0.70095,0
1,0,1,False,True,False,False,False,False,True,False,False,19,2,2,0,10,4.6,2,0,1,0,0,0,0,0.1,0.5,0
2,1,0,False,True,False,False,False,False,True,False,False,19,3,1,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
0,2,1,False,False,True,False,False,False,True,False,False,19,3,9,0,19,4.7894736842105265,2,0,0,1,0,0,0,0.24263157894736842,0.7202,0
2,2,2,False,True,False,False,False,False,False,True,False,19,2,1,0,11,4.090909090909091,2,0,0,0,0,0,0,0.11,0.70095,0
1,0,1,False,False,True,False,False,False,True,False,False,19,4,7,0,12,5.583333333333333,2,0,1,0,0,0,0,0.12,0.5,0
2,2,2,False,False,False,False,True,False,False,True,False,19,3,3,0,27,5.333333333333333,3,0,0,0,0,0,0,0.30703703703703705,0.81245,1
2,3,2,False,False,True,False,False,True,False,False,False,19,4,1,0,20,5.7,3,0,0,1,0,0,0,0.25,0.6591,1
2,2,2,False,False,True,False,False,False,True,False,False,19,2,12,0,38,5.105263157894737,3,0,1,0,0,0,0,0.3789473684210526,0.5,0
0,1,1,True,False,False,False,False,False,False,False,True,19,4,10,0,4,6.25,1,0,0,0,0,0,0,0.04,0.5,0
1,2,1,False,False,True,False,False,False,False,True,False,19,3,1,0,18,4.777777777777778,2,0,0,0,0,0,0,0.18,0.8404,0
0,1,2,False,False,False,False,True,False,False,False,True,19,1,1,0,6,4.833333333333333,1,0,0,0,0,0,0,0.22666666666666666,0.5386,0
0,1,0,False,False,False,True,False,True,False,False,False,19,0,8,0,8,4.5,2,0,1,0,0,0,0,0.08,0.5,0
0,3,1,False,False,False,False,True,True,False,False,False,19,3,2,0,32,5.28125,3,0,1,0,1,0,0,0.3,0.625,0
0,1,0,True,False,False,False,False,False,True,False,False,19,4,6,0,9,4.777777777777778,2,0,1,0,0,0,0,0.09,0.5,0
2,1,1,False,True,False,False,False,False,True,False,False,19,1,6,0,16,4.875,3,0,1,0,0,0,0,0.16,0.70095,0
1,0,0,False,False,True,False,False,False,False,False,True,19,5,5,0,28,4.75,2,0,1,0,0,0,0,0.28,0.5,0
2,2,1,False,False,True,False,False,False,False,True,False,19,2,1,0,35,4.9714285714285715,3,0,1,0,0,0,0,0.35714285714285715,0.5,0
1,1,0,False,False,True,False,False,False,False,True,False,19,2,3,0,4,5.0,1,0,0,0,0,0,0,0.04,0.5,0
1,0,1,False,False,False,False,True,False,True,False,False,19,3,5,0,32,4.78125,3,0,0,1,0,0,0,0.33125,0.61315,0
1,2,0,False,False,False,True,False,True,False,False,False,19,0,12,0,9,4.555555555555555,2,0,1,0,0,0,0,0.09,0.5,0
0,3,1,False,True,False,False,False,False,True,False,False,19,6,1,0,15,4.4,2,0,1,0,0,0,0,0.15,0.44865,0
2,1,2,False,True,False,False,False,True,False,False,False,19,0,6,0,36,5.027777777777778,3,0,1,0,0,0,0,0.3277777777777778,0.5,0
0,1,0,False,False,False,True,False,False,True,False,False,19,3,7,0,3,6.666666666666667,1,0,0,0,0,0,0,0.3633333333333333,0.5,0
2,2,0,False,False,True,False,False,False,False,True,False,19,6,12,0,28,4.607142857142857,3,0,0,1,0,0,0,0.3514285714285714,0.5,1
0,0,1,False,True,False,False,False,True,False,False,False,19,1,4,0,9,5.333333333333333,2,0,0,0,0,0,0,0.09,0.5,0
0,0,1,False,False,True,False,False,True,False,False,False,19,3,12,0,4,5.0,1,0,0,0,0,0,0,0.04,0.5,0
0,0,0,False,False,True,False,False,False,False,True,False,19,0,12,0,7,4.714285714285714,2,0,1,0,0,0,0,0.07,0.70095,1
1,2,1,False,False,False,False,True,False,False,False,True,19,4,3,0,8,4.75,1,0,0,0,0,0,0,0.08,0.82985,0
1,0,2,True,False,False,False,False,False,True,False,False,19,0,10,0,36,5.055555555555555,3,0,1,1,0,0,0,0.3277777777777778,0.60115,0
0,0,1,False,False,True,False,False,False,True,False,False,19,0,3,0,15,5.0,2,0,1,0,0,0,0,0.15,0.5,1
2,2,1,False,False,False,False,True,False,True,False,False,19,3,5,0,9,4.555555555555555,2,0,1,0,0,0,0,0.2011111111111111,0.5,0
1,2,1,False,False,True,False,False,True,False,False,False,19,3,3,0,20,5.5,2,0,1,0,0,0,0,0.2,0.648,0
3,3,2,False,False,False,True,False,False,True,False,False,19,4,3,0,40,4.425,4,0,1,0,0,0,0,0.3,0.7859499999999999,1
3,2,1,False,False,False,False,True,False,True,False,False,19,2,4,0,15,5.133333333333334,2,0,0,0,0,0,0,0.15,0.5,1
0,0,0,False,True,False,False,False,False,True,False,False,19,6,8,0,8,6.625,2,0,0,0,0,0,0,0.08,0.5,0
